Source,Destination,Anchor
https://www.hhs.gov/hepatitis/policies-and-guidelines/index.html,https://www.hiv.gov/sites/default/files/hhs-ssp-guidance.pdf,"Specific Implementation Guidance to Support Certain Components of Syringe Services Programs, 2016"
https://www.hhs.gov/hepatitis/viral-hepatitis-national-strategic-plan/priority-populations/index.html,https://www.cdc.gov/hepatitis/statistics/2018surveillance/index.htm,"CDCÕs Viral Hepatitis SurveillanceÑUnited States, 2018"
https://www.hhs.gov/hepatitis/programs-and-initiatives/mapping-hepatitis-elimination-in-action/index.html,https://attcnetwork.org/centers/global-attc/hcv-current-initiative-0,https://attcnetwork.org/centers/global-attc/hcv-current-initiative-0
https://www.hhs.gov/hepatitis/programs-and-initiatives/mapping-hepatitis-elimination-in-action/index.html,https://www.cdc.gov/travel-static/yellowbook/2020/map_4-04.pdf,CDC-identified hepatitis B virus (HBV) endemic areas
https://www.hhs.gov/hepatitis/programs-and-initiatives/mapping-hepatitis-elimination-in-action/index.html,https://hsc.unm.edu/echo/partner-portal/programs/new-mexico/hcv-community/,https://hsc.unm.edu/echo/partner-portal/programs/new-mexico/hcv-community/
https://www.hhs.gov/hepatitis/policies-and-guidelines/index.html,https://www.medicaid.gov/medicaid/prescription-drugs/hcv/index.html,Notice to State Medicaid Programs regarding Assuring Medicaid Beneficiaries Access to HCV Drugs
https://www.hhs.gov/digital/governance/it-policy-archive/hhs-policy-common-data-use-agreement-structure-repository.html,https://digital.gov/open-data-policy-m-13-13/,Office of Management and Budget M-13-13
https://www.hhs.gov/digital/governance/it-policy-archive/hhs-policy-information-collection-clearance-process.html,https://www.hhs.gov/digital/governance/Digital.gov,Digital.gov
https://www.hhs.gov/digital/governance/it-policy-archive/hhs-policy-preparing-and-responding-breach.html,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/memoranda/2016/m-16-14.pdf,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/memoranda/201É
https://www.hhs.gov/digital/governance/it-policy-archive/hhs-policy-preparing-and-responding-breach.html,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/memoranda/2017/m-17-12_0.pdf,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/memoranda/201É
https://www.hhs.gov/digital/governance/it-policy-archive/hhs-policy-preparing-and-responding-breach.html,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/memoranda/2017/m-17-12_0.pdf,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/memoranda/201É
https://www.hhs.gov/digital/governance/it-policy-archive/hhs-policy-preparing-and-responding-breach.html,https://www.gsa.gov/portal/content/245911,https://www.gsa.gov/portal/content/245911
https://www.hhs.gov/digital/governance/it-policy-archive/hhs-policy-preparing-and-responding-breach.html,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A130/a130revised.pdf,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A13É
https://www.hhs.gov/digital/governance/it-policy-archive/hhs-policy-preparing-and-responding-breach.html,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A130/a130revised.pdf,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A13É
https://www.hhs.gov/digital/governance/it-policy-archive/hhs-policy-preparing-and-responding-breach.html,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A130/a130revised.pdf,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A13É
https://www.hhs.gov/digital/governance/it-policy-archive/hhs-policy-preparing-and-responding-breach.html,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A130/a130revised.pdf,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A13É
https://www.hhs.gov/digital/governance/it-policy-archive/hhs-policy-preparing-and-responding-breach.html,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A130/a130revised.pdf,https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A13É
https://www.hhs.gov/digital/governance/it-policy-archive/hhs-policy-for-enterprise-architecture.html,https://www2a.cdc.gov/cdcup/default.htm,Centers for Disease Control and Prevention Unified Process
https://www.hhs.gov/digital/governance/it-policy-archive/hhs-policy-for-enterprise-architecture.html,https://www2.cdc.gov/cdcup/library/newsletter/CDC_UP_Newsletter_v3_i1.htm,Enterprise Architecture Alignment with EPLC
https://www.hhs.gov/digital/governance/it-policy-archive/hhs-policy-for-enterprise-architecture.html,https://www.hhs.gov/web/governance/digital-strategy/it-policy-archive/hhs-policy-for-information-technology-asset-management-itam.htm,https://www.hhs.gov/web/governance/digital-strategy/it-policy-archive/hhs-policy-for-information-technology-asset-management-itam.htm
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2014/april-23-2014-university-of-maryland-baltimore/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2014/april-23-2014-university-of-maryland-baltimore/regulations-and-policy/guidance/guidance-on-irb-approval-of-research-with-conditions-2010/index.html,http://www.hhs.gov/ohrp/regulations-and-policy/guidance/guidance-on-irb-approval-of-research-with-conditions-2010/index.html
https://www.hhs.gov/vaccines/featured-priorities/adult-immunization/index.html,https://www.cdc.gov/vaccines/hcp/adults/for-practice/standards/index.html,Standards for Adult Immunization Practice
https://www.hhs.gov/vaccines/featured-priorities/catch-up-vaccination/index.html,https://www.cdc.gov/vaccines/programs/vfc/parents/index.html,eligible
https://www.hhs.gov/vaccines/featured-priorities/catch-up-vaccination/index.html,https://www.cdc.gov/vaccines/schedules/hcp/imz/catchup.html,Catch-up Immunization Schedule
https://www.hhs.gov/vaccines/featured-priorities/catch-up-vaccination/index.html,https://mchb.hrsa.gov/p4challe,The
https://www.hhs.gov/vaccines/featured-priorities/catch-up-vaccination/index.html,https://mchb.hrsa.gov/p4challe,P4 Challenge
https://www.hhs.gov/vaccines/featured-priorities/vaccine-safety/index.html,https://www.cdc.gov/vaccinesafety/research/publications/index.html,CDC Publications on Vaccine Safety
https://www.hhs.gov/vaccines/featured-priorities/vaccine-safety/index.html,https://www.cdc.gov/vaccinesafety/iso.html,CDC Immunization Safety Office
https://www.hhs.gov/privacy/sorns/exempt-systems/index.html,https://www.hhs.gov/foia/privacy/recordsnotices/09900020.html,09-90-0020
https://www.hhs.gov/privacy/sorns/exempt-systems/index.html,https://www.hhs.gov/foia/privacy/recordsnotices/09900100.html,09-90-0100
https://www.hhs.gov/privacy/sorns/exempt-systems/index.html,https://www.hhs.gov/foia/privacy/recordsnotices/09900002.html,09-90-0002
https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/data/enforcement-highlights/2013-january/index.html,https://www.hhs.gov/guidance/document/referral-certification-and-authorization-0,Referrals
https://www.hhs.gov/coronavirus/grants/index.html,https://www.samhsa.gov/coronavirus/discretionary-grant-recipients,COVID-19 Information for SAMHSA Discretionary Grant Recipients
https://www.hhs.gov/coronavirus/grants/index.html,https://www.cdc.gov/grants/public-health-emergencies/covid-19/index.html,CDC Funding Information for Applicants and Recipients
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/tab-c-the-protection-of-non-subjects-from-research-harm.html,https://www.cdc.gov/tuskegee/timeline.htm,https://www.cdc.gov/tuskegee/timeline.htm
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/attachment-e-july-25-2022-letter/index.html,https://www.wolfram.com/wolfram-u/machine-learning-zero-to-AI-60-minutes/,https://www.wolfram.com/wolfram-u/machine-learning-zero-to-AI-60-minutes/
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/irb-considerations-use-artificial-intelligence-human-subjects-research/index.html,https://www.wolfram.com/wolfram-u/machine-learning-zero-to-AI-60-minutes/,https://www.wolfram.com/wolfram-u/machine-learning-zero-to-AI-60-minutes/
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2010-november-23-letter-attachment-a/index.html,http://privacyruleandresearch.nih.gov/pdf/authorization.pdf,"ÒHIPAA Authorization for Research,Ó available at http://privacyruleandresearch.nih.gov/pdf/authorization.pdf"
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2010-november-23-letter/index.html,https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2004-september-27-appendix-e/index.html,http://www.hhs.gov/ohrp/sachrp-committee/recommendations/2004-september-27-appendix-e/index.html
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2013-may-20-letter-attachment-b/index.html,https://www.umass.edu/research/guidance/survey-guidelines,http://www.umass.edu/research/online-surveysurvey-research-guidance
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2013-may-20-letter-attachment-b/index.html,http://research.unc.edu/ccm/groups/public/@research/@hre/documents/content/ccm3_035154.pdf,http://research.unc.edu/ccm/groups/public/@research/@hre/documents/contÉ
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2013-may-20-letter-attachment-b/index.html,http://anabootcamp.weebly.com/,http://anabootcamp.weebly.com
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/sachrp-recommendation-assessment-considerations-uninformative-research/index.html,https://scholarlycommons.law.case.edu/cgi/viewcontent.cgi,Exploitation in Medical: The Legacy of the Tuskegee Syphilis Study
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/sachrp-recommendation-assessment-considerations-uninformative-research/index.html,https://scholarlycommons.law.case.edu/cgi/viewcontent.cgi,"Reflections on Race and Bioethics in the United States, 14 HEALTH MATRIX 149, 150 (2004)"
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2011-august-5-letter-1/index.html,https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2004-september-27-appendix-a/index.html,Appendix A
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2015-september-28-attachment-b/index.html,https://www.cms.gov/Medicare/Quality-Initiatives-Patient-Assessment-Instruments/Value-Based-Programs/MACRA-MIPS-and-APMs/MACRA-LAN-PPT.pdf,Qualified Clinical Data Registry Reporting
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2012-march-30-letter/index.html,https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2012-march-30-attachment-a/index.html,Attachment A
https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2012-march-30-letter/index.html,https://www.hhs.gov/ohrp/sachrp-committee/recommendations/2012-march-30-attachment-d/index.html,Attachment D
https://www.hhs.gov/grants-contracts/contracts/contract-policies-regulations/apm-2012-03-attachmentc/index.html,https://www.acquisition.gov/far/current/html/52_000_107.html,52.102
https://www.hhs.gov/grants-contracts/contracts/contract-policies-regulations/apm-2012-03-attachmenta/index.html,https://www.acquisition.gov/content/subchapter-c-contracting-methods-and-contracttypes,304.1602
https://www.hhs.gov/ocr/lgbtqi/index.html,https://dpcpsi.nih.gov/sgmro,research opportunities
https://www.hhs.gov/vaccines/nvac/reports-and-recommendations/public-engagement/index.html,https://www.cdc.gov/vaccinesafety/00_pdf/draft_agenda_recommendations_080404.pdf,https://www.cdc.gov/vaccinesafety/00_pdf/draft_agenda_recommendations_080404.pdf
https://www.hhs.gov/vaccines/nvac/reports-and-recommendations/public-engagement/index.html,https://www.cdc.gov/vaccinesafety/Activities/About_ISO.html,CDC's Immunization Safety Office (ISO)
https://www.hhs.gov/vaccines/nvac/reports-and-recommendations/public-engagement/index.html,https://www.cdc.gov/vaccinesafety/00_pdf/draft_recommendations_add_080410.pdf,https://www.cdc.gov/vaccinesafety/00_pdf/draft_recommendations_add_080410.pdf
https://www.hhs.gov/vaccines/nvac/meetings/2022/02-10/index.html,https://www.hhs.gov/default/files/nvac-meeting-minutes-february-2022.pdf,Meeting Minutes
https://www.hhs.gov/vaccines/nvac/meetings/2020/02-13/index.html,https://www.hhs.gov/file/20280,U.S. Influenza Vaccine Modernization Efforts
https://www.hhs.gov/vaccines/nvac/meetings/2020/02-13/index.html,https://www.hhs.gov/file/20272,Views on the Value of Vaccines
https://www.hhs.gov/vaccines/nvac/meetings/2020/02-13/index.html,https://www.hhs.gov/file/20271,Experiences in the Field: Hawaii's New Vaccine Requirements for School Entry
https://www.hhs.gov/vaccines/nvac/meetings/2020/02-13/index.html,https://www.hhs.gov/file/20250,Experiences in the Field: Ebola Vaccine Implementation
https://www.hhs.gov/vaccines/nvac/meetings/2020/02-13/index.html,https://www.hhs.gov/file/20282,Inoculating Against Misinformation on the Internet
https://www.hhs.gov/vaccines/nvac/meetings/2020/02-13/index.html,https://www.hhs.gov/file/20281,Successful Sharing of Stories
https://www.hhs.gov/vaccines/nvac/meetings/2020/02-13/index.html,https://www.hhs.gov/file/20276,What's Old is New Again: Innovative Science
https://www.hhs.gov/vaccines/nvac/meetings/2020/02-13/index.html,https://www.hhs.gov/file/20277,Coronavirus Vaccine Development: Opportunities and Potential Pitfalls
https://www.hhs.gov/vaccines/nvac/meetings/2020/02-13/index.html,https://www.hhs.gov/file/20258,2019 Novel Coronavirus Outbreak Update
https://www.hhs.gov/vaccines/nvac/meetings/2020/02-13/index.html,https://www.hhs.gov/file/20253,Vaccine Confidence Subcommittee Update
https://www.hhs.gov/vaccines/nvac/meetings/2020/02-13/index.html,https://www.hhs.gov/file/20257,Novel Coronavirus Medical Countermeasures: U.S. Taskforce Efforts
https://www.hhs.gov/vaccines/nvac/meetings/2020/02-13/index.html,https://www.hhs.gov/file/20279,Online Influence and Immunization Intentions
https://www.hhs.gov/vaccines/nvac/meetings/2020/02-13/index.html,https://www.hhs.gov/file/20268,Vaccine Counseling Coding Changes for 2021
https://www.hhs.gov/vaccines/nvac/meetings/2020/02-13/index.html,https://www.hhs.gov/file/20249,Immunization Equity Subcommittee Update
https://www.hhs.gov/vaccines/nvac/meetings/2020/06-09/index.html,https://www.hhs.gov/file/21276,COVID-19 Immunization Intentions: Findings from Two Surveys
https://www.hhs.gov/vaccines/nvac/meetings/2020/06-09/index.html,https://www.hhs.gov/file/21278,Sounding the Alarm: Routine Immunization During Unprecedented Times
https://www.hhs.gov/vaccines/nvac/meetings/2020/06-09/index.html,https://www.hhs.gov/file/21275,"Front-runners, Hurdles, and Insider Perspectives: The Race to Develop and Implement a Safe and Effective COVID-19 Vaccine"
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2016/index.html,https://www.hhs.gov/file/9264,"2016.11.30 CR4740 Mr. Neb, LLC. v. CMS"
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2017/index.html,https://www.hhs.gov/sites/default/files/alj-cr4989.pdf,"2017.12.13 CR4989 Eduardo Trinidad, M.D. v. CMS"
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[i]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[ii]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[iii]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[iv]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[v]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[vi]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[vii]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[viii]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[ix]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[x]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[i]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[ii]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[iii]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[iv]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[v]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[vi]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[vii]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[viii]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[ix]
https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/index.html,https://www.hhs.gov/ohrp/compliance-and-reporting/determination-letters/2013/june-4-2013-university-of-alabama-at-birmingham/compliance-and-reporting/determination-letters/2013/june-4-2013-u-of-alabama-at-birmingham/index.html,[x]
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2018/index.html,https://www.hhs.gov/sites/default/files/alj-tb2684.pdf,"2018.05.01 TB2684 CTP v. Acme Markets, Inc. d/b/a Acme"
https://www.hhs.gov/ohrp/news/announcements-and-news-releases/2018/sachrp-july-10-11-2018-meeting.html,https://videocast.nih.gov/live.asp,https://videocast.nih.gov/live.asp?live=28151
https://www.hhs.gov/ohrp/news/announcements-and-news-releases/2018/sachrp-july-10-11-2018-meeting.html,https://videocast.nih.gov/live.asp,https://videocast.nih.gov/live.asp?live=28155
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2017-july-25-26.index.html,https://videocast.nih.gov/live.asp,"July 25, 2017"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2017-july-25-26.index.html,https://videocast.nih.gov/live.asp,"July 26, 2017"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2017-march-15-16-index.html,https://videocast.nih.gov/live.asp,"Wednesday, March 15 2017"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2017-march-15-16-index.html,https://videocast.nih.gov/live.asp,"Thursday, March 16 2017"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2018-july-10-11/index.html,https://videocast.nih.gov/live.asp,"SACHRP July 10, 2018"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2018-july-10-11/index.html,https://videocast.nih.gov/live.asp,"SACHRP July 11, 2018"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2017-may-25-26/index.html,https://videocast.nih.gov/live.asp,"May 25, 2017"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2017-may-25-26/index.html,https://videocast.nih.gov/live.asp,"May 26, 2017"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2018-october-16-17/index.html,https://videocast.nih.gov/live.asp,"October 16, 2018"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2018-october-16-17/index.html,https://videocast.nih.gov/live.asp,"October 17, 2018"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2017-october-17-18/index.html,https://videocast.nih.gov/live.asp,"Tuesday, October 17, 2017"
https://www.hhs.gov/ohrp/sachrp-committee/meetings/2017-october-17-18/index.html,https://videocast.nih.gov/live.asp,"Wednesday, October 18, 2017"
https://www.hhs.gov/ohrp/news/announcements-and-news-releases/2022/commemorates-the-passing-of-former-director-charles-mccarthy.html,https://primr.org/resources/people-and-perspectives,"https://primr.org/resources/people-and-perspectives#:~:text=People%20%26%20Perspectives%20is%20an%20online,of%20advancing%20ethical%20research%20today"
https://www.hhs.gov/ohrp/news/announcements-and-news-releases/2017/final-revisions-common-rule-01182017/index.html,https://www.hhs.gov/about/news/2017/01/18/final-rule-enhances-protections-research-participants-modernizes-oversight-system.html,https://www.hhs.gov/about/news/2017/01/18/final-rule-enhances-protections-research-participants-modernizes-oversight-system.html
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2019/alj-tb4544/index.html,https://ohio.gov/wps/portal/gov/site/residents/resources/driver-licenses,https://ohio.gov/wps/portal/gov/site/residents/resources/driver-licenses
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2019/alj-cr5274/index.html,https://rarediseases.info.nih.gov/diseases/7700/stevens-johnson-syndrometoxic-epidermal-necrolysis,https://rarediseases.info.nih.gov/diseases/7700/stevens-johnson-syndrometoxic-epidermal-necrolysis
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2019/alj-cr5350/index.html,https://www.ama-assn.org/system/files/2019-03/cpt-category3-codes-long-descriptors.pdf,https://www.ama-assn.org/system/files/2019-03/cpt-category3-codes-long-descriptors
https://www.hhs.gov/hepatitis/awareness-months-and-days/hepatitis-testing-day-may-19/index.html,https://www.cdc.gov/hepatitis/awareness/heppromoresources.htm,this CDC page
https://www.hhs.gov/hepatitis/awareness-months-and-days/hepatitis-awareness-month-may/index.html,https://www.cdc.gov/hepatitis/awareness/heppromoresources.htm,the Centers for Disease Control and Prevention (CDC) page
https://www.hhs.gov/hepatitis/awareness-months-and-days/hepatitis-testing-day-may-19/index.html,https://www.cdc.gov/hepatitis/hcv/guidelinesc.htm,recommends
https://www.hhs.gov/hepatitis/awareness-months-and-days/hepatitis-awareness-month-may/index.html,https://www.cdc.gov/knowhepatitisb/materials.htm,campaign materials
https://www.hhs.gov/hepatitis/awareness-months-and-days/hepatitis-awareness-month-may/index.html,https://www.hhs.gov/hepatitis/get-involved/awareness-months-and-days/hepatitis-testing-day-may-19.html,Hepatitis Testing Day
https://www.hhs.gov/oidp/about/contact-us/index.html,https://directory.psc.gov/employee.htm,please visit the HHS Directory
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2023/alj-cr6321/index.html,https://www.cdc.gov/cdiff/what-is.html,https://www.cdc.gov/cdiff/what-is.html
https://www.hhs.gov/about/agencies/dab/decisions/board-decisions/2020/board-dab-3023/index.html,https://www.ilga.gov/legislation/ilcs/ilcs3.asp,https://www.ilga.gov/legislation/ilcs/ilcs3.asp?ActID=1309&ChapterID=24
https://www.hhs.gov/about/agencies/dab/decisions/board-decisions/2020/board-dab-2990/index.html,https://www.ssa.gov/OP_Home/ssact/ssact-toc.html,https://www.ssa.gov/OP_Home/ssact/ssact-toc.html
https://www.hhs.gov/about/agencies/dab/decisions/board-decisions/2020/board-dab-3022/index.html,https://www.hhs.gov/dab/divisions/appellate/guidelines/procedures.html,http://www.hhs.gov/dab/divisions/appellate/guidelines/procedures.html
https://www.hhs.gov/about/agencies/dab/decisions/board-decisions/2023/board-dab-3121/index.html,https://www.hhs.gov/sites/default/files/grants/grants/policies-regulations/hhsgps107.pdf,https://www.hhs.gov/sites/default/files/grants/grants/policies-regulations/hhsgps107.pdf
https://www.hhs.gov/about/agencies/dab/decisions/board-decisions/2024/board-ruling-2024-2/index.html,https://www.hhs.gov/sites/default/files/grants/grants/policies-regulations/hhsgps107.pdf,https://www.hhs.gov/sites/default/files/grants/grants/policies-regulations/hhsgps107.pdf
https://www.hhs.gov/about/agencies/dab/decisions/board-decisions/2021/board-dab-3055/index.html,https://www.hhs.gov/sites/default/files/grants/grants/policies-regulations/hhsgps107.pdf,https://www.hhs.gov/sites/default/files/grants/grants/policies-regulations/hhsgps107.pdf
https://www.hhs.gov/about/agencies/dab/decisions/board-decisions/2024/board-dab-3143/index.html,https://www.hhs.gov/guidance/sites/default/files/hhs-guidance-documents/SE1216.pdf,https://www.hhs.gov/guidance/sites/default/files/hhs-guidance-documents/SE1216.pdf
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2024/alj-cr6501/index.html,https://www.hhs.gov/guidance/sites/default/files/hhs-guidance-documents/SE1216.pdf,https://www.hhs.gov/guidance/sites/default/files/hhs-guidance-documents/SE1216.pdf
